relevance	holder	target	sentiment	date	context
0	庭OO	0	0	2020.09.27 星期日18:2	 好樂迪好像也不貴
0	LOO	0	0	2020.09.27 星期日18:2	 那天要算週六的
0	LOO	0	0	2020.09.27 星期日18:2	 500可以欸
0	庭OO	0	0	2020.09.27 星期日18:3	 圖片
0	庭OO	0	0	2020.09.27 星期日18:3	 好樂迪的
0	庭OO	0	0	2020.09.27 星期日18:3	 6個人算小包廂
0	庭OO	0	0	2020.09.27 星期日18:3	 一個小時560
0	庭OO	0	0	2020.09.27 星期日18:3	 左邊的圖是算人頭的
0	庭OO	0	0	2020.09.27 星期日18:3	 右邊算包廂
0	LOO	0	0	2020.09.27 星期日18:4	 星聚點好像比較便宜
0	LOO	0	0	2020.09.27 星期日18:4	 好樂迪是怎麼點的呀
0	林OO	0	0	2020.09.27 星期日18:5	 現在這種好像都要看店
0	林OO	0	0	2020.09.27 星期日18:5	 有些是自助的有些是點的
0	LOO	0	0	2020.09.27 星期日18:5	 是喔
0	LOO	0	0	2020.09.27 星期日18:5	 那我們要選哪個地區的
0	LOO	0	0	2020.09.27 星期日18:5	 再來挑店家
0	LOO	0	0	2020.09.27 星期日18:5	 還要看訂不訂得到
0	林OO	0	0	2020.09.27 星期日19:0	 嘿啊先看大家方便的地方
0	庭OO	0	0	2020.09.27 星期日19:5	 包廂的好像好樂迪比較便宜耶
0	庭OO	0	0	2020.09.27 星期日19:5	 他應該是一個包廂一小時的價格吧
0	庭OO	0	0	2020.09.27 星期日19:5	 不是算人頭的
0	LOO	0	0	2020.09.27 星期日20:0	 那吃另外點嗎
0	LOO	0	0	2020.09.27 星期日20:0	 @吳OO @李OO @林OO 
0	LOO	0	0	2020.09.27 星期日20:0	 哪裡你們比較方便
0	吳OO	0	0	2020.09.27 星期日20:0	 我上次去西門的好樂迪是自助吧，但好像也可以用點的
0	林OO	0	0	2020.09.27 星期日20:1	 西門可以～～～
0	李OO	0	0	2020.09.27 星期日20:2	 我只要捷運能到都行  但如果要去西門的話  西門的星據點好像不太好  好樂迪我記得我當初去是吃自助吧的  
0	林OO	0	0	2020.09.27 星期日20:3	 西門星聚點我記得是不是我們去過
0	林OO	0	0	2020.09.27 星期日20:3	 不過我也好久沒去了
0	林OO	0	0	2020.09.27 星期日20:5	 我之前去復興的星聚點滿好吃的～😂但是我也只吃過那家 
0	LOO	0	0	2020.09.27 星期日21:0	 看來西門星聚點蠻多票的
0	LOO	0	0	2020.09.27 星期日21:0	 還是就西門星聚點
0	林OO	0	0	2020.09.27 星期日21:2	 捷運能到的基本上我也都行，在復興的好處就是離我上班的地方很近而已XD
0	林OO	0	0	2020.09.27 星期日21:2	 主要看 @庭OO 跟 @吳OO 吧我記得他們住比較遠
0	LOO	0	0	2020.09.27 星期日21:2	 你們怎麼看
0	吳OO	0	0	2020.09.27 星期日21:4	 西門ok
0	庭OO	0	0	2020.09.27 星期日21:5	 要去哪邊啊？
0	LOO	0	0	2020.09.27 星期日21:5	 西門或復興
0	庭OO	0	0	2020.09.27 星期日21:5	 我之前有買過好樂迪的會員
0	庭OO	0	0	2020.09.27 星期日21:5	 不知道還有沒有優惠
0	庭OO	0	0	2020.09.27 星期日21:5	 我都可以
0	LOO	0	0	2020.09.27 星期日21:5	 都可
0	LOO	0	0	2020.09.27 星期日21:5	 那要西門還復興
0	庭OO	0	0	2020.09.27 星期日21:5	 西門和復興的
0	LOO	0	0	2020.09.27 星期日21:5	 對啊
0	LOO	0	0	2020.09.27 星期日21:5	 先看要西門還是復興
0	LOO	0	0	2020.09.27 星期日21:5	 再決定哪一家
0	庭OO	0	0	2020.09.27 星期日21:5	 2邊我好像差不多距離
0	LOO	0	0	2020.09.27 星期日21:5	 那就西門如何
0	庭OO	0	0	2020.09.27 星期日21:5	 看大家哪邊比較方便
0	庭OO	0	0	2020.09.27 星期日21:5	 西門的費用會比較貴的樣子
0	LOO	0	0	2020.09.27 星期日21:5	 目前看起來大家是偏愛西門
0	庭OO	0	0	2020.09.27 星期日21:5	 我都可以
0	吳OO	0	0	2020.09.27 星期日22:1	 哦哦那復興也可啊
0	LOO	0	0	2020.09.27 星期日22:1	 那就復興嗎？
0	林OO	0	0	2020.09.27 星期日22:2	 有差，上次跟別人去的時候我記得有
0	李OO	0	0	2020.09.27 星期日22:4	 復興行
0	庭OO	0	0	2020.09.28 星期一00:3	 但不確定我的有沒有過期了
0	庭OO	0	0	2020.09.28 星期一00:3	 哈哈哈
0	LOO	0	0	2020.09.28 星期一00:5	 那就去復興路
0	LOO	0	0	2020.09.28 星期一00:5	 你看你的有沒有過期
0	LOO	0	0	2020.09.28 星期一00:5	 沒有的話，就訂好樂迪
0	庭OO	0	0	2020.09.28 星期一11:2	 那復興的大家要好樂迪還是星聚點勒
0	林OO	0	0	2020.09.28 星期一22:4	 我上次去是好樂迪
0	林OO	0	0	2020.09.28 星期一22:4	 外面有一些東西吃
0	林OO	0	0	2020.09.28 星期一22:4	 星聚點我叔叔很推那間的牛肉麵@@
0	LOO	0	0	2020.09.29 星期二08:0	 我投星聚點一票
0	李OO	0	0	2020.09.29 星期二13:1	 我兩間都可  所以投比較便宜的那間一票
0	林OO	0	0	2020.09.29 星期二21:3	 便宜的加一😂😂
0	吳OO	0	0	2020.09.29 星期二21:5	 我兩間都可  所以投比較便宜的那間一票
0	林OO	0	0	2020.09.29 星期二22:4	 那就訂星聚點看看吧
0	林OO	0	0	2020.09.30 星期三00:0	 我剛剛喝醉，回家才發現好樂迪好像比較便宜
0	林OO	0	0	2020.09.30 星期三00:0	 應該是好樂迪
0	庭OO	0	0	2020.09.30 星期三13:1	 我剛剛打電話去問
0	庭OO	0	0	2020.09.30 星期三13:1	 他說一個人460
0	庭OO	0	0	2020.09.30 星期三13:1	 3小時
0	庭OO	0	0	2020.09.30 星期三13:1	 我打去問星聚點
0	庭OO	0	0	2020.09.30 星期三13:1	 500塊
0	庭OO	0	0	2020.09.30 星期三13:1	 3小時45分鐘
0	庭OO	0	0	2020.09.30 星期三13:1	 星聚點說沒有附餐點
0	庭OO	0	0	2020.09.30 星期三13:1	 要自己加價
0	庭OO	0	0	2020.09.30 星期三13:1	已收回訊息
0	庭OO	0	0	2020.09.30 星期三13:1	 2間我都訂位了
0	庭OO	0	0	2020.09.30 星期三13:1	 看大家要哪個
0	庭OO	0	0	2020.09.30 星期三13:1	 我再去取消
0	林OO	0	0	2020.09.30 星期三13:2	 太周到了吧
0	林OO	0	0	2020.09.30 星期三13:2	 貼圖
0	LOO	0	0	2020.09.30 星期三13:5	 太厲害了吧
0	庭OO	0	0	2020.09.30 星期三18:0	 哈哈哈
0	庭OO	0	0	2020.09.30 星期三18:0	 那我開一個投票
0	庭OO	0	0	2020.09.30 星期三18:0	 看大家要哪家
0	庭OO	0	0	2020.09.30 星期三18:1	 [投票] 去哪邊唱歌
0	庭OO	0	0	2020.09.30 星期三18:1	 價格其實差不多
0	庭OO	0	0	2020.09.30 星期三18:1	 因為能唱的時間也有差
0	庭OO	0	0	2020.09.30 星期三18:1	 不過如果是自助吧的現在應該都不能使用（我猜的
0	林OO	0	0	2020.10.01 星期四12:0	 星聚點+90好像也有套餐
0	庭OO	0	0	2020.10.01 星期四12:2	 真的耶
0	庭OO	0	0	2020.10.01 星期四12:2	 大家把票投一投
0	庭OO	0	0	2020.10.01 星期四12:2	 我等等打電話去取消其中一個
0	庭OO	0	0	2020.10.01 星期四14:4	 [投票已結束] 哪時候唱歌
0	庭OO	0	0	2020.10.01 星期四14:4	 [投票已結束] 去哪邊唱歌
0	庭OO	0	0	2020.10.01 星期四14:4	 那就決定去星聚點了
0	庭OO	0	0	2020.10.01 星期四14:4	 貼圖
0	林OO	0	0	2020.10.01 星期四14:5	 貼圖
0	LOO	0	0	2020.10.01 星期四14:5	 👍
0	LOO	0	0	2020.10.01 星期四14:5	 復興對吧
0	庭OO	0	0	2020.10.01 星期四18:5	 沒錯
0	庭OO	0	0	2020.10.01 星期四19:0	 貼圖
0	李OO	0	0	2020.10.02 星期五10:2	 所以是禮拜六 幾點在星聚點復興店集合?  5點嗎?
0	林OO	0	0	2020.10.02 星期五10:3	 目前看起來
0	林OO	0	0	2020.10.02 星期五10:3	 是
0	林OO	0	0	2020.10.02 星期五10:3	 然後如果你想找我玩你可以四點左右坐到南京復興(Capoo_rabbit)
0	LOO	0	0	2020.10.02 星期五11:0	 可以找你玩什麼
0	林OO	0	0	2020.10.02 星期五11:3	 我也不知道
0	林OO	0	0	2020.10.02 星期五11:3	 不過我四點下班覺得很無聊而已ㄏㄏ
0	李OO	0	0	2020.10.03 星期六10:2	 是也行啦…  
0	林OO	0	0	2020.10.03 星期六10:2	 沒啦我開玩笑的
0	林OO	0	0	2020.10.03 星期六10:2	 大家五點集合就好
0	林OO	0	0	2020.10.03 星期六10:2	 貼圖
0	林OO	0	0	2020.10.03 星期六16:5	 我到了呦～～
0	林OO	0	0	2020.10.03 星期六16:5	 我跟維哲在門口
0	庭OO	0	0	2020.10.03 星期六16:5	 我也到了
0	林OO	0	0	2020.10.03 星期六16:5	 我們在裡面
0	庭OO	0	0	2020.10.03 星期六17:0	 808號
0	林OO	0	0	2020.10.03 星期六17:0	 圖片
0	LOO	0	0	2020.10.03 星期六17:1	 好
0	LOO	0	0	2020.10.03 星期六17:1	 我到樓下了
0	林OO	0	0	2020.10.03 星期六22:1	 到家啦～
0	林OO	0	0	2020.10.03 星期六22:1	 貼圖
0	LOO	0	0	2020.10.03 星期六22:1	 到囉
0	吳OO	0	0	2020.10.03 星期六22:1	 到
0	庭OO	0	0	2020.10.03 星期六22:2	 也太快了吧
0	庭OO	0	0	2020.10.03 星期六22:2	 大家家是住在星聚點旁邊？
0	李OO	0	0	2020.10.03 星期六22:2	 到
0	LOO	0	0	2020.10.03 星期六22:2	 你怎麼現在才知道
0	林OO	0	0	2020.10.03 星期六22:2	 你也開太快
0	吳OO	0	0	2020.10.03 星期六22:2	 我今天住新店啦哈哈
0	林OO	0	0	2020.10.03 星期六22:2	 貼圖
0	林OO	0	0	2020.10.03 星期六22:2	 我想說你這個開的不是車子了吧
0	庭OO	0	0	2020.10.03 星期六22:3	 到了
0	LOO	0	0	2021.02.20 星期六14:2	 大家
0	LOO	0	0	2021.02.20 星期六14:3	 228唱歌+逛夜市團
0	LOO	0	0	2021.02.20 星期六14:3	 預計下午3點開唱
0	LOO	0	0	2021.02.20 星期六14:3	 要的請+1
0	LOO	0	0	2021.02.20 星期六14:3	 預計3-3:30左右
0	庭OO	0	0	2021.02.20 星期六16:2	 4.如何
0	LOO	0	0	2021.02.20 星期六16:2	 豪
0	LOO	0	0	2021.02.20 星期六16:2	 大家可嗎
0	庭OO	0	0	2021.02.20 星期六16:2	 3.我有點來不及
0	LOO	0	0	2021.02.20 星期六16:2	 Okok
0	庭OO	0	0	2021.02.20 星期六16:2	 貼圖
0	林OO	0	0	2021.02.20 星期六19:4	 貼圖
0	LOO	0	0	2021.02.20 星期六19:5	 @吳OO @李OO @林OO 
0	LOO	0	0	2021.02.20 星期六19:5	 你們可嗎
0	李OO	0	0	2021.02.20 星期六20:0	 我四點唱歌應該行  但唱完後就要直接搭車回基隆了
0	吳OO	0	0	2021.02.20 星期六20:0	 ++
0	林OO	0	0	2021.02.20 星期六20:0	 你們沒放連假喔？還是要忙畢業論文了
0	李OO	0	0	2021.02.20 星期六20:0	 做動物實驗中...  
0	李OO	0	0	2021.02.20 星期六20:0	 要做一個月每天都要顧
0	林OO	0	0	2021.02.20 星期六20:0	 喔喔辛苦啦
0	LOO	0	0	2021.02.20 星期六20:1	 Okok
0	林OO	0	0	2021.02.20 星期六20:3	 +
0	林OO	0	0	2021.02.20 星期六20:3	 貼圖
0	庭OO	0	0	2021.02.23 星期二22:3	 圖片
0	庭OO	0	0	2021.02.23 星期二22:3	 我大概查了價格
0	庭OO	0	0	2021.02.23 星期二22:3	 大家看看
0	庭OO	0	0	2021.02.23 星期二22:3	 左上是星聚點
0	庭OO	0	0	2021.02.23 星期二22:3	已收回訊息
0	LOO	0	0	2021.02.23 星期二22:3	 錢櫃是否比較划算
0	庭OO	0	0	2021.02.23 星期二22:3	 右上左下錢櫃
0	庭OO	0	0	2021.02.23 星期二22:3	 右下好樂迪
0	庭OO	0	0	2021.02.23 星期二22:3	 但我不知道吃的怎麼算
0	林OO	0	0	2021.02.23 星期二22:3	 所以是27號喔？
0	林OO	0	0	2021.02.23 星期二22:3	 好樂迪我朋友的女朋友好像有會員
0	林OO	0	0	2021.02.23 星期二22:3	 上次跟他們去有印象用過
0	LOO	0	0	2021.02.23 星期二22:5	 28吧
0	LOO	0	0	2021.02.23 星期二22:5	 呼叫黃庭OO
0	LOO	0	0	2021.02.23 星期二23:3	 確定是228哦
0	庭OO	0	0	2021.02.23 星期二23:3	 我設錯了
0	庭OO	0	0	2021.02.23 星期二23:3	 貼圖
0	林OO	0	0	2021.02.23 星期二23:4	 貼圖
0	庭OO	0	0	2021.02.24 星期三16:0	 嗨大家228是楷杰OO生日我們要不要合買一個小蛋糕 幫他慶祝一下
0	庭OO	0	0	2021.02.24 星期三16:0	 以上不勉強～
0	林OO	0	0	2021.02.24 星期三16:0	 他要來當然ok阿
0	林OO	0	0	2021.02.24 星期三16:0	 我+1
0	LOO	0	0	2021.02.24 星期三16:0	 +1
0	庭OO	0	0	2021.02.24 星期三16:0	 貼圖
0	吳OO	0	0	2021.02.24 星期三19:5	 +
0	林OO	0	0	2021.02.24 星期三22:5	 +
0	李OO	0	0	2021.02.25 星期四00:0	 ＋
0	庭OO	0	0	2021.02.25 星期四10:3	 貼圖
0	庭OO	0	0	2021.02.25 星期四10:3	 那我等等把楷杰OO邀進來哦
0	庭OO	0	0	2021.02.25 星期四10:3	 庭OO已邀請「杰OO」加入群組囉，等對方加入後再一起聊天吧！
0	庭OO	0	0	2021.02.25 星期四10:3	 大家有偏好哪一間唱歌嗎
0	杰	0	0	2021.02.25 星期四10:4	 杰OO已加入群組。
0	LOO	0	0	2021.02.25 星期四10:5	 沒有
0	LOO	0	0	2021.02.25 星期四10:5	 便宜即可
0	LOO	0	0	2021.02.25 星期四10:5	 感覺錢櫃比較便宜
0	庭OO	0	0	2021.02.25 星期四11:0	 是算禮拜六的價格哦
0	庭OO	0	0	2021.02.25 星期四11:0	 好像全部都是
0	庭OO	0	0	2021.02.25 星期四11:0	 因為228連假
0	林OO	0	0	2021.02.25 星期四11:5	 錢櫃要看算人頭還是包廂費吧
0	林OO	0	0	2021.02.25 星期四12:0	 每間店好像也會有差我們要不要先決定去哪間唱
0	林OO	0	0	2021.02.25 星期四12:0	 然後再問才能確定
0	庭OO	0	0	2021.02.25 星期四12:5	 好啊
0	庭OO	0	0	2021.02.25 星期四12:5	 那大家比較想去哪邊的
0	林OO	0	0	2021.02.25 星期四16:4	 感覺約台北市的大家比較方便？
0	LOO	0	0	2021.02.25 星期四17:0	 可哦
0	LOO	0	0	2021.02.25 星期四17:0	 要不要約士林夜市附近的
0	林OO	0	0	2021.02.25 星期四17:2	 那附近有唱歌的嗎我一段時間沒去了哈哈
0	林OO	0	0	2021.02.25 星期四17:2	 而且看新聞聽說那邊店都快倒光了？
0	LOO	0	0	2021.02.25 星期四18:1	 上次去 吃的還蠻多的
0	庭OO	0	0	2021.02.25 星期四19:4	 唱歌的是不是不在那附近？
0	庭OO	0	0	2021.02.25 星期四19:4	 還是那邊有？
0	林OO	0	0	2021.02.26 星期五09:5	 我沒去過那附近唱歌就是
0	林OO	0	0	2021.02.26 星期五09:5	 台北我去過的就南京復興那跟西門吧
0	林OO	0	0	2021.02.26 星期五09:5	 再來就板橋新莊了
0	庭OO	0	0	2021.02.26 星期五13:0	 我剛剛算了一下
0	庭OO	0	0	2021.02.26 星期五13:0	 8個人好樂迪包廂比較便宜
0	庭OO	0	0	2021.02.26 星期五13:0	 如果要離士林夜市近一點
0	庭OO	0	0	2021.02.26 星期五13:0	 通化店如何
0	庭OO	0	0	2021.02.26 星期五13:0	 然後星聚點好像比較貴
0	庭OO	0	0	2021.02.26 星期五13:0	 就不考慮了
0	庭OO	0	0	2021.02.26 星期五13:0	 錢櫃的話
0	庭OO	0	0	2021.02.26 星期五13:0	 等等 @LOO 美女再為大家揭曉
0	LOO	0	0	2021.02.26 星期五13:2	 嗨各位
0	LOO	0	0	2021.02.26 星期五13:2	 我們要不要訂好樂迪
0	LOO	0	0	2021.02.26 星期五13:2	 因為我註冊錢櫃
0	LOO	0	0	2021.02.26 星期五13:2	 他一直說我沒認證通過
0	林OO	0	0	2021.02.26 星期五13:2	 我沒特別喜好都行
0	吳OO	0	0	2021.02.26 星期五13:3	 好
0	LOO	0	0	2021.02.26 星期五13:3	 圖片
0	林OO	0	0	2021.02.26 星期五13:3	 等一下
0	林OO	0	0	2021.02.26 星期五13:3	 通化在101那邊耶
0	林OO	0	0	2021.02.26 星期五13:3	 跟士林一點都不近吧石牌店還比較近
0	吳OO	0	0	2021.02.26 星期五13:4	 貼圖
0	LOO	0	0	2021.02.26 星期五13:4	 各位我改訂
0	LOO	0	0	2021.02.26 星期五13:4	 不要緊張
0	林OO	0	0	2021.02.26 星期五13:4	 貼圖
0	庭OO	0	0	2021.02.26 星期五13:4	 貼圖
0	庭OO	0	0	2021.02.26 星期五13:4	 哈哈哈哈
0	LOO	0	0	2021.02.26 星期五13:4	 圖片
0	庭OO	0	0	2021.02.26 星期五13:4	 要記得訂包廂
0	庭OO	0	0	2021.02.26 星期五13:4	 比較便宜
0	庭OO	0	0	2021.02.26 星期五13:4	 原來我原本查的是錦州店
0	庭OO	0	0	2021.02.26 星期五13:4	 圖片
0	庭OO	0	0	2021.02.26 星期五13:4	 比較便宜
0	庭OO	0	0	2021.02.26 星期五13:4	 看要不要再改哈哈哈
0	林OO	0	0	2021.02.26 星期五13:4	 其實我覺得
0	林OO	0	0	2021.02.26 星期五13:4	 逛夜市可以搭捷運應該還好
0	林OO	0	0	2021.02.26 星期五13:4	 我們應該要找可以讓維哲早點坐回基隆的點0.0
0	林OO	0	0	2021.02.26 星期五13:4	 @李OO 你怎麼看
0	李OO	0	0	2021.02.26 星期五14:1	 我只需要附近有捷運就行了  我搭車的點主要就圓山或忠孝敦化
0	林OO	0	0	2021.02.26 星期五16:3	 實際金額好像要打電話去才知道我記得大學同學約過一次現場跟網路會不太一樣
0	林OO	0	0	2021.02.26 星期五16:3	 詳細算法我也不清楚就是
0	庭OO	0	0	2021.02.26 星期五20:3	 貼圖
0	LOO	0	0	2021.02.26 星期五23:2	 圖片
0	LOO	0	0	2021.02.26 星期五23:2	 剛剛比較了一下 這家比較便宜
0	LOO	0	0	2021.02.26 星期五23:2	 228 3:40
0	LOO	0	0	2021.02.26 星期五23:2	 訂位代號9700
0	庭OO	0	0	2021.02.26 星期五23:5	 貼圖
0	庭OO	0	0	2021.02.26 星期五23:5	 謝謝你
0	杰	0	0	2021.02.27 星期六10:1	 杰OO已邀請「KOO」加入群組囉，等對方加入後再一起聊天吧！
0	KOO	0	0	2021.02.27 星期六12:0	 KOO已加入群組。
0	林OO	0	0	2021.02.28 星期日10:2	 大家拍謝~我等等要跟家人去一趟新竹老家 應該晚上才回台北 這次唱歌先pass了QQ
0	林OO	0	0	2021.02.28 星期日10:2	 貼圖
0	林OO	0	0	2021.02.28 星期日12:5	 所以最後是這間囉
0	LOO	0	0	2021.02.28 星期日13:2	 是
0	吳OO	0	0	2021.02.28 星期日15:3	 我到了
0	KOO	0	0	2021.02.28 星期日15:3	 我在對面摩斯
0	KOO	0	0	2021.02.28 星期日15:3	 等等走過去
0	LOO	0	0	2021.02.28 星期日15:3	 你們等等先上去
0	LOO	0	0	2021.02.28 星期日15:3	 我記得收費方式是人頭比較划算
0	吳OO	0	0	2021.02.28 星期日15:4	 在902號
0	LOO	0	0	2021.02.28 星期日15:4	 好
0	KOO	0	0	2021.02.28 星期日20:0	 我到囉
0	吳OO	0	0	2021.02.28 星期日20:1	 你在哪
0	吳OO	0	0	2021.02.28 星期日20:1	 我們在劍潭站一出
0	KOO	0	0	2021.02.28 星期日20:1	 我在二出
0	KOO	0	0	2021.02.28 星期日20:1	 楷杰OO還在路上
0	LOO	0	0	2021.02.28 星期日20:2	 圖片
0	LOO	0	0	2021.02.28 星期日20:2	 我們在這
0	KOO	0	0	2021.02.28 星期日20:2	 好我們等等走過去
0	KOO	0	0	2021.02.28 星期日20:2	 他在停車
0	林OO	0	0	2021.02.28 星期日22:0	 那個人太多了我決定去搭1211了哈哈
0	庭OO	0	0	2021.02.28 星期日22:0	 哈哈哈哈
0	庭OO	0	0	2021.02.28 星期日22:0	 超多人
0	庭OO	0	0	2021.02.28 星期日22:0	 貼圖
0	林OO	0	0	2021.02.28 星期日22:0	 嘿啊時間差不多就搭1211好一點
0	林OO	0	0	2021.02.28 星期日22:0	 貼圖
0	庭OO	0	0	2021.02.28 星期日22:0	 對啦
0	庭OO	0	0	2021.02.28 星期日22:0	 你們學校那邊比較難到
0	庭OO	0	0	2021.02.28 星期日22:0	 1211比較安全
0	KOO	0	0	2021.02.28 星期日22:2	 我到家了(emoji)
0	杰	0	0	2021.02.28 星期日22:2	 好快
0	林OO	0	0	2021.02.28 星期日22:2	 瓜張
0	杰	0	0	2021.02.28 星期日22:2	 飆車確定
0	林OO	0	0	2021.02.28 星期日22:2	 我還剛到行天宮而已
0	KOO	0	0	2021.02.28 星期日22:2	 …？
0	KOO	0	0	2021.02.28 星期日22:2	 我家離士林夜市又不遠😂
0	KOO	0	0	2021.02.28 星期日22:2	 15分鐘就到了我才騎40幾50幾👀
0	林OO	0	0	2021.02.28 星期日22:3	 好不容易等到車結果人家只開到半路
0	林OO	0	0	2021.02.28 星期日22:3	 貼圖
0	KOO	0	0	2021.02.28 星期日22:3	 ？_？停在半路是個什麼意思
0	杰	0	0	2021.02.28 星期日22:3	 區間吧
0	林OO	0	0	2021.02.28 星期日22:3	 這公車有AB兩個版本，一個開到2/3就沒了
0	林OO	0	0	2021.02.28 星期日22:3	 以前會分開，現在號碼合併都變抽抽樂
0	林OO	0	0	2021.02.28 星期日22:3	 貼圖
0	杰	0	0	2021.02.28 星期日22:3	 貼圖
0	KOO	0	0	2021.02.28 星期日22:3	 …
0	KOO	0	0	2021.02.28 星期日22:3	 貼圖
0	林OO	0	0	2021.02.28 星期日22:3	 最後看來我還是得搭Uber了
0	林OO	0	0	2021.02.28 星期日22:3	 貼圖
0	KOO	0	0	2021.02.28 星期日22:3	 難受
0	LOO	0	0	2021.02.28 星期日22:5	 到太瞎了吧
0	LOO	0	0	2021.02.28 星期日22:5	 到
0	LOO	0	0	2021.02.28 星期日22:5	 @庭OO 黃庭OO說下次要約六福村
0	KOO	0	0	2021.02.28 星期日22:5	 約都約😂
0	吳OO	0	0	2021.02.28 星期日22:5	 我之前暑假在六福村打工 有去玩過一次
0	吳OO	0	0	2021.02.28 星期日22:5	 我覺得長大了玩那些刺激的血壓會飆高😂
0	林OO	0	0	2021.02.28 星期日23:1	 到惹
0	林OO	0	0	2021.02.28 星期日23:1	 貼圖
0	KOO	0	0	2021.02.28 星期日23:1	 終於👀
0	庭OO	0	0	2021.02.28 星期日23:1	 我忘記說 我也到了
0	庭OO	0	0	2021.02.28 星期日23:1	 今天感謝大家踴躍參與
0	庭OO	0	0	2021.02.28 星期日23:1	 貼圖
0	KOO	0	0	2021.02.28 星期日23:1	 貼圖
0	吳OO	0	0	2021.02.28 星期日23:2	 到
0	LOO	0	0	2021.02.28 星期日23:3	 不客氣
0	KOO	0	0	2021.02.28 星期日23:4	 貼圖
