label(0-irrelevant, 1-time, 2-location,3-both)	holder	date	context
0	陳__19	2017.07.31 星期一13:33	 想說確認一下
0	1__14	2017.07.31 星期一13:33	 哈哈
0	1__14	2017.07.31 星期一13:34	 他就這樣
0	1__14	2017.07.31 星期一13:34	 啊所以 你們 決定好沒
0	陳__19	2017.07.31 星期一13:34	 看你啊
0	陳__19	2017.07.31 星期一13:34	 你有空 召集盟軍
2	陳__19	2017.07.31 星期一13:34	 直奔桃園
1	1__14	2017.07.31 星期一13:34	 我都可啊 123不行
3	1__14	2017.07.31 星期一13:34	 你們 方便就好⋯
0	1__14	2017.07.31 星期一13:34	 幹嘛 看我⋯ 我又不是老大
0	1__14	2017.07.31 星期一13:35	 老大是廖
1	吳__4	2017.07.31 星期一13:36	 我六不行
0	陳__19	2017.07.31 星期一13:36	 因為你時間最難喬啊XD
1	吳__4	2017.07.31 星期一13:37	 那就4或5
2	陳__19	2017.07.31 星期一13:39	 來都來
3	陳__19	2017.07.31 星期一13:39	 4來住
0	1__14	2017.07.31 星期一13:40	 Ok
0	1__14	2017.07.31 星期一13:40	 ⋯
0	1__14	2017.07.31 星期一13:40	 小東
2	1__14	2017.07.31 星期一13:40	 漫展 到了叫我
0	陳__19	2017.07.31 星期一13:40	 漫展？
1	1__14	2017.07.31 星期一13:40	 12不行 
0	陳__19	2017.07.31 星期一13:40	 還沒開始喔
0	1__14	2017.07.31 星期一13:40	 嗯
0	陳__19	2017.07.31 星期一13:40	 我以為已經結束了
0	1__14	2017.07.31 星期一13:40	 ⋯
0	1__14	2017.07.31 星期一13:40	 不都8月嗎！？
0	陳__19	2017.07.31 星期一13:40	 因為之前上海漫展
0	陳__19	2017.07.31 星期一13:41	 我以為台灣也是差不多時間
0	1__14	2017.07.31 星期一13:41	 ⋯
1	1__14	2017.07.31 星期一13:42	 8/10～8/14啦
0	陳__19	2017.07.31 星期一13:42	 喔喔
0	1__14	2017.07.31 星期一13:42	 嚇我⋯
0	陳__19	2017.07.31 星期一13:42	 哈哈
0	陳__19	2017.07.31 星期一13:42	 我沒嚇你啦
0	陳__19	2017.07.31 星期一13:42	 我只是驚訝
1	1__14	2017.07.31 星期一13:42	 四到一
1	1__14	2017.07.31 星期一13:42	 我一不行
0	陳__19	2017.07.31 星期一13:42	 居然還沒結束
1	1__14	2017.07.31 星期一13:42	 那就 4或5
0	陳__19	2017.07.31 星期一13:42	 好
0	1__14	2017.07.31 星期一13:42	 Ok
0	陳__19	2017.07.31 星期一13:42	 漫展我也跟你一樣
0	陳__19	2017.07.31 星期一13:43	 就快進場完再去
0	陳__19	2017.07.31 星期一13:43	 買pvc就好
0	1__14	2017.07.31 星期一13:56	 哈哈
0	1__14	2017.07.31 星期一13:56	 我也是 只買公仔
1	陳__19	2017.07.31 星期一15:56	 所以這禮拜四來？
0	吳__4	2017.07.31 星期一16:09	 過
0	陳__19	2017.07.31 星期一16:32	 過？
1	吳__4	2017.07.31 星期一16:34	 就週四
0	陳__19	2017.07.31 星期一16:35	 貼圖
1	陳__19	2017.08.02 星期三10:52	 明天來嗎？
1	吳__4	2017.08.02 星期三11:29	 我ok
0	吳__4	2017.08.02 星期三11:29	 其他人出個聲
0	陳__19	2017.08.02 星期三12:44	 貼圖
1	1__14	2017.08.02 星期三13:15	 Ok
0	陳__19	2017.08.02 星期三13:20	 我現在在南京三民欸
2	陳__19	2017.08.02 星期三13:20	 要去新店找你們嗎XD
1	1__14	2017.08.02 星期三14:16	 我等等鋼琴課
1	1__14	2017.08.02 星期三14:16	 明天吧
0	1__14	2017.08.02 星期三14:17	 貼圖
0	陳__19	2017.08.02 星期三14:51	 哈哈 說說而已啦
0	陳__19	2017.08.02 星期三14:51	 啊老大勒
2	陳__19	2017.08.02 星期三14:59	 對了 你們明天要帶自己的滑鼠喔
0	陳__19	2017.08.02 星期三14:59	 我沒多的
0	吳__4	2017.08.02 星期三15:05	 有幾台電腦啊
0	陳__19	2017.08.02 星期三15:05	 2
0	陳__19	2017.08.02 星期三15:05	 你可以帶你的XD
0	宇__7	2017.08.02 星期三15:53	 Not sure yrr
0	宇__7	2017.08.02 星期三15:54	 Yet
0	陳__19	2017.08.02 星期三16:19	 ........
0	1__14	2017.08.02 星期三17:08	 永瑞明天一起去？
3	1__14	2017.08.02 星期三17:09	 我明天 早上 要先去北車 報名托福
2	1__14	2017.08.02 星期三17:09	 你要陪我嗎
0	1__14	2017.08.02 星期三17:09	 大概30分鐘
3	吳__4	2017.08.02 星期三17:09	 可以啊
2	1__14	2017.08.02 星期三17:09	 然後再搭火車
0	1__14	2017.08.02 星期三17:09	 Ok
2	陳__19	2017.08.02 星期三17:09	 晚上有沒有人打星海啊
0	1__14	2017.08.02 星期三17:09	 那約幾點
3	吳__4	2017.08.02 星期三17:09	 9點大坪林
2	吳__4	2017.08.02 星期三17:10	 打33？
2	1__14	2017.08.02 星期三17:10	 Ok
2	陳__19	2017.08.02 星期三17:10	 也行啦
2	吳__4	2017.08.02 星期三17:10	 我可以打啊
2	陳__19	2017.08.02 星期三17:10	 不過我比較想打合作
2	1__14	2017.08.02 星期三17:10	 我不星海 sorry
0	陳__19	2017.08.02 星期三17:10	 我11等了XD
0	吳__4	2017.08.02 星期三17:11	 你要幾點打
1	陳__19	2017.08.02 星期三17:11	  都可以
1	陳__19	2017.08.02 星期三17:11	 大概7點吧
1	吳__4	2017.08.02 星期三17:11	 好啊7點
0	陳__19	2017.08.02 星期三17:12	 貼圖
0	1__14	2017.08.02 星期三17:12	 小東
0	陳__19	2017.08.02 星期三17:12	 嗯？
3	1__14	2017.08.02 星期三17:12	 如果我們 12點到你家ok吧啊？
0	陳__19	2017.08.02 星期三17:12	 可以啊
0	陳__19	2017.08.02 星期三17:12	 我可以去車站接你們XD
0	1__14	2017.08.02 星期三17:13	 我帶PS4 所以要有車⋯
0	陳__19	2017.08.02 星期三17:13	 我爸媽都回大陸了 這裡由我指揮
0	陳__19	2017.08.02 星期三17:13	 沒問題啊
0	1__14	2017.08.02 星期三17:13	 你開⋯?
0	陳__19	2017.08.02 星期三17:13	 嘿啊
0	吳__4	2017.08.02 星期三17:13	 你有駕照哦？
0	1__14	2017.08.02 星期三17:13	 Benz 耶你
0	陳__19	2017.08.02 星期三17:14	 有啊
0	陳__19	2017.08.02 星期三17:14	 我之前都接送我妹上下課啊
0	陳__19	2017.08.02 星期三17:14	 哈哈
0	吳__4	2017.08.02 星期三17:14	 準備好到地獄狂歡吧
0	陳__19	2017.08.02 星期三17:14	 只可惜車頂沒有火焰噴射器XD
0	1__14	2017.08.02 星期三17:14	 我都不敢動我爸賓士
0	1__14	2017.08.02 星期三17:14	 貼圖
0	陳__19	2017.08.02 星期三17:14	 啊我家也沒別的選擇啦
0	陳__19	2017.08.02 星期三17:14	 不然開BMW也可以
0	陳__19	2017.08.02 星期三17:15	 那台加速比賓士順很多
0	陳__19	2017.08.02 星期三17:15	 賓士老了
0	1__14	2017.08.02 星期三17:15	 哈哈
0	吳__4	2017.08.02 星期三17:18	 把他點燃吧
0	1__14	2017.08.02 星期三17:38	 哈？
0	1__14	2017.08.03 星期四08:35	 小東
0	1__14	2017.08.03 星期四08:35	 你家 有PS3  遙桿 充電線吧
0	1__14	2017.08.03 星期四08:35	 ？
0	陳__19	2017.08.03 星期四09:04	 有啊
0	陳__19	2017.08.08 星期二10:13	 圖片
0	陳__19	2017.08.08 星期二10:14	 靠北-19的居然上了XDD
0	吳__4	2017.08.08 星期二11:09	 貼圖
0	吳__4	2017.08.08 星期二11:09	 19的？
0	陳__19	2017.08.08 星期二11:19	 跟去年最低錄取分數比
0	陳__19	2017.08.08 星期二11:19	 -19
0	陳__19	2017.08.08 星期二11:19	 結果XD
0	宇__7	2017.08.08 星期二11:29	 Wow call me學長
0	陳__19	2017.08.08 星期二11:45	 Fuck you senpai
0	1__14	2017.08.08 星期二12:10	 恭喜～
2	1__14	2017.08.08 星期二12:10	 那 約動漫展吧
1	1__14	2017.08.08 星期二12:10	 10號
