label(0-irrelevant, 1-time, 2-location,3-both)	holder	date	context
0	吳__4	2021.02.14 星期日16:49	 麻煩了
0	0__13	2021.02.14 星期日16:49	 現在看子馨什麼時候有空
0	0__13	2021.02.15 星期一09:02	 子馨你的時間方便嗎？
1	H__12	2021.02.15 星期一09:13	 好哇那今天晚上？
1	0__13	2021.02.15 星期一09:15	 我不確定有沒有位子，如果我去問沒空位，你週三和週四晚上可以嗎？
0	0__13	2021.02.15 星期一09:15	 想確認一下
1	H__12	2021.02.15 星期一09:17	 週四可以～
0	0__13	2021.02.15 星期一09:18	 Ok我去問問～～
0	H__12	2021.02.15 星期一09:29	 貼圖
3	0__13	2021.02.15 星期一09:34	 我們先約星期四晚上七點在劍潭捷運站見吧
0	0__13	2021.02.15 星期一09:34	 我打過去他們沒接，應該是因為他們人需要晚點才到
0	0__13	2021.02.15 星期一09:35	 我晚點再去預約位子
0	吳__4	2021.02.15 星期一09:46	 okk
3	H__12	2021.02.15 星期一18:00	 今天喝酒好不
2	吳__4	2021.02.15 星期一18:11	 我還在桃園QQ
0	0__13	2021.02.15 星期一18:14	 哈哈子馨很想喝酒
0	H__12	2021.02.15 星期一18:20	 對哈哈
1	H__12	2021.02.15 星期一18:20	 好那一樣約星期四好了
0	0__13	2021.02.15 星期一18:27	 Okok~~
1	0__13	2021.02.15 星期一22:21	 我約星期四晚上七點了！
0	0__13	2021.02.15 星期一22:21	 貼圖
0	0__13	2021.02.18 星期四09:47	 對了我們今天大概6:40在劍潭捷運站見吧，因為酒吧我是訂七點的位子
0	吳__4	2021.02.18 星期四12:37	 copy that
0	0__13	2021.02.18 星期四13:03	 Yeah man let’s gooo~~~
0	H__12	2021.02.18 星期四14:43	 貼圖
0	吳__4	2021.02.18 星期四17:48	 yeeah
2	0__13	2021.02.18 星期四18:03	 我突然發現它離士林站比較近
2	0__13	2021.02.18 星期四18:03	 你們可以直接坐到2號出口見面嗎
0	吳__4	2021.02.18 星期四18:18	 alright 
0	0__13	2021.02.18 星期四18:20	 貼圖
0	H__12	2021.02.18 星期四18:23	 我可能會遲到一點點><
0	吳__4	2021.02.18 星期四18:24	 我可能快到了><
0	H__12	2021.02.18 星期四18:36	 等等偶
0	吳__4	2021.02.18 星期四18:45	 欸欸
0	H__12	2021.02.18 星期四19:24	 圖片
0	H__12	2021.02.18 星期四21:45	 欠永銳450
0	吳__4	2021.02.18 星期四21:51	 你在哪兒
0	吳__4	2021.02.18 星期四21:51	 不要躲起來
0	H__12	2021.02.18 星期四21:53	 圖片
0	H__12	2021.02.18 星期四21:53	 影片
0	H__12	2021.02.18 星期四21:53	 圖片
0	H__12	2021.02.18 星期四21:53	 影片
0	H__12	2021.02.18 星期四21:53	 圖片
0	H__12	2021.02.18 星期四23:33	 圖片
0	H__12	2021.02.18 星期四23:33	 哈哈啥啦
0	0__13	2021.02.18 星期四23:35	 https://zh.m.wikipedia.org/wiki/Hololive_production
0	0__13	2021.02.18 星期四23:35	 你可以參考一下這個
0	0__13	2021.02.19 星期五11:32	 Perry 考試加油喔～～
0	吳__4	2021.02.19 星期五12:17	 笑死哈哈哈哈哈
0	吳__4	2021.02.19 星期五12:17	 看來我成功搞到你了後來你怎麼解釋呀
0	吳__4	2021.02.19 星期五12:18	 so far so good
0	0__13	2021.02.19 星期五12:20	 加油加油～～～
0	0__13	2021.02.19 星期五12:21	 貼圖
0	H__12	2021.02.19 星期五18:01	 讚讚喔！
0	H__12	2021.02.19 星期五18:01	 哈哈也沒特別解釋什麼耶
0	H__12	2021.02.20 星期六07:21	 跟你們說
0	H__12	2021.02.20 星期六07:21	 我今天要去康橋面試
0	H__12	2021.02.20 星期六07:21	 哈哈祝我好運
0	0__13	2021.02.20 星期六07:30	 子馨加油加油！
0	0__13	2021.02.20 星期六07:30	 他們現在上班？
0	H__12	2021.02.20 星期六08:15	 對呀～
0	0__13	2021.02.20 星期六08:18	 加油加油面試完我想聽發生什麼事欸～～～
0	0__13	2021.02.20 星期六08:18	 好好奇喔
0	吳__4	2021.02.20 星期六09:21	 加油
0	H__12	2021.02.20 星期六16:06	 我
0	H__12	2021.02.20 星期六16:06	 3/15上班(peace sign)
0	0__13	2021.02.20 星期六16:31	 恭喜恭喜
0	吳__4	2021.02.20 星期六16:33	 恭喜恭喜
