label(0-irrelevant, 1-time, 2-location,3-both)	holder	date	context
2	宇__7	2018.12.08 星期六12:47	 電影啥時都有吧
0	宇__7	2018.12.08 星期六12:47	 徐
2	陳__19	2018.12.08 星期六12:47	 我意思是好看的
2	宇__7	2018.12.08 星期六12:47	 你不想吃一欄嗎
0	宇__7	2018.12.08 星期六12:47	 不知道
0	(__16	2018.12.08 星期六12:48	 我都可以阿
2	宇__7	2018.12.08 星期六12:48	 ㄟ出來玩的重點是團聚不是看好看的電影
0	宇__7	2018.12.08 星期六12:49	 胖子
2	(__16	2018.12.08 星期六12:49	 小東不是想吃坐在一起的？
0	宇__7	2018.12.08 星期六12:49	 對阿
2	宇__7	2018.12.08 星期六12:49	 我只能再找別人吃
2	陳__19	2018.12.08 星期六12:49	 電影是看完有話聊
0	陳__19	2018.12.08 星期六12:49	 看你啊
2	宇__7	2018.12.08 星期六12:50	 阿你們比較想吃晚餐還是午餐
3	(__16	2018.12.08 星期六12:50	 我21號後可以跟你吃
1	宇__7	2018.12.08 星期六12:50	 可以啊可能晚上吧
0	宇__7	2018.12.08 星期六12:51	 要再看看
3	宇__7	2018.12.08 星期六12:51	 午餐還是晚餐?
0	宇__7	2018.12.08 星期六12:51	 胖子徐永瑞豬
3	(__16	2018.12.08 星期六12:52	 晚餐吧
3	陳__19	2018.12.08 星期六12:58	 我都可以
3	陳__19	2018.12.08 星期六12:58	 午餐的好處是下午可以看電影
3	陳__19	2018.12.08 星期六12:58	 然後接晚餐
0	宇__7	2018.12.08 星期六13:20	 其他人呢
3	(__16	2018.12.08 星期六13:21	 我可以
0	宇__7	2018.12.08 星期六13:22	 啊你不是回答過了
3	吳__4	2018.12.08 星期六13:29	 可以呀
2	1__14	2018.12.08 星期六13:43	 12/23 決定了嗎
0	1__14	2018.12.08 星期六13:43	 我等等確定下
0	1__14	2018.12.08 星期六13:43	 👍
2	1__14	2018.12.08 星期六13:50	 23可以
