label(0-irrelevant, 1-time, 2-location)	holder	date	context
0	朱__9	2021.02.21 星期日18:02	 貼圖
0	朱__9	2021.02.21 星期日18:03	 @葉_4 我到了
0	葉__4	2021.02.21 星期日18:04	 我在家
0	葉__4	2021.02.21 星期日18:05	 等一下
0	黃__1	2021.02.21 星期日18:05	 顯_15在我家
0	朱__9	2021.02.21 星期日18:09	 @葉_4 來了ㄇ
0	朱__9	2021.02.21 星期日18:09	 貼圖
0	葉__4	2021.02.21 星期日18:09	 路上
0	葉__4	2021.02.21 星期日18:09	 等一下
0	朱__9	2021.02.21 星期日18:11	 等下吃飯用走的還騎車？
0	朱__9	2021.02.21 星期日18:11	 @黃_1 @顯_15 
0	黃__1	2021.02.21 星期日18:14	 走吧
0	朱__9	2021.02.21 星期日18:15	已收回訊息
0	黃__1	2021.02.21 星期日18:16	 你們在哪
0	朱__9	2021.02.21 星期日18:16	 @葉_4 一樣7-11等你嗎
0	朱__9	2021.02.21 星期日18:16	 我還在車站等俊廷
0	黃__1	2021.02.21 星期日18:19	 校門口集合嗎 @朱_9 
0	朱__9	2021.02.21 星期日18:26	 可以啊
0	黃__1	2021.02.21 星期日18:29	 快到講一下
0	葉__4	2021.02.21 星期日18:38	 我們快到了
0	黃__1	2021.02.21 星期日18:40	 好
0	黃__1	2021.02.21 星期日18:45	 我們在校門口了
0	葉__4	2021.02.21 星期日18:47	 圖片
0	葉__4	2021.02.21 星期日18:47	 車棚旁
