label(0-irrelevant, 1-time, 2-location,3-both)	holder	date	context
3	1__14	2017.08.31 星期四23:08	 我真的都ok
0	1__14	2017.08.31 星期四23:08	 貼圖
0	陳__19	2017.08.31 星期四23:08	 貼圖
3	陳__19	2017.08.31 星期四23:09	 老大說他都可以
0	陳__19	2017.08.31 星期四23:09	 就差吳_4
3	陳__19	2017.08.31 星期四23:09	 他可以的話星期六晚上就去鼎泰豐
1	陳__19	2017.08.31 星期四23:10	 看是要6點還6點半
1	吳__4	2017.08.31 星期四23:27	 我可以
0	陳__19	2017.08.31 星期四23:28	 貼圖
0	陳__19	2017.08.31 星期四23:28	 讚
0	陳__19	2017.08.31 星期四23:28	 那就這樣決定了
0	1__14	2017.09.01 星期五14:16	 小冬
0	1__14	2017.09.01 星期五14:16	 借我號
0	1__14	2017.09.01 星期五14:16	 或著永瑞
0	陳__19	2017.09.01 星期五14:16	 你登啊
0	1__14	2017.09.01 星期五14:17	 忘了
0	1__14	2017.09.01 星期五14:17	 發一下
0	1__14	2017.09.01 星期五14:17	 感恩
0	1__14	2017.09.01 星期五14:17	 想到了
0	1__14	2017.09.01 星期五14:17	 感恩
0	1__14	2017.09.01 星期五14:18	 XD
0	陳__19	2017.09.01 星期五14:18	 .........
0	陳__19	2017.09.01 星期五14:43	 欸朱
0	陳__19	2017.09.01 星期五14:44	 我現在在台北地下街
0	陳__19	2017.09.01 星期五14:44	 每隻卑王鐵鎚都才3000欸
0	1__14	2017.09.01 星期五15:04	 對啊 我 知道
0	1__14	2017.09.01 星期五15:04	 貼圖
3	陳__19	2017.09.02 星期六11:23	 各位 今天晚上吃6點的101鼎泰豐喔
0	陳__19	2017.09.02 星期六11:24	 然後它不能訂位 所以我們可能要早點到候位
0	陳__19	2017.09.02 星期六17:08	 欸我快到101了
0	吳__4	2017.09.02 星期六17:12	 你在哪
0	陳__19	2017.09.02 星期六17:13	 剛從捷運往101走
0	陳__19	2017.09.02 星期六17:18	 欸你們到了沒？
0	陳__19	2017.09.02 星期六17:18	 好多人喔
0	宇__7	2017.09.04 星期一18:09	 朱
0	宇__7	2017.09.04 星期一18:09	 你有藥丸嗎
0	吳__4	2017.09.04 星期一18:23	 藍色的？
0	(__16	2017.09.04 星期一18:25	 我要紅包的💊
0	宇__7	2017.09.04 星期一18:27	 .
0	1__14	2017.09.04 星期一18:43	 明天 10:00到 17:00？
0	1__14	2017.09.04 星期一18:43	 我會吧
0	1__14	2017.09.04 星期一18:43	 來打 永瑞 跟 徐的號
0	1__14	2017.09.04 星期一18:44	 可是徐 好像 才17等
0	1__14	2017.09.04 星期一18:44	 要打到25
0	1__14	2017.09.04 星期一18:44	 滿麻煩的
0	1__14	2017.09.09 星期六11:37	 永瑞 或小冬 在嗎
0	1__14	2017.09.09 星期六11:37	 借下障號
0	陳__19	2017.09.15 星期五19:36	 圖片
0	吳__4	2017.09.15 星期五19:39	 貼圖
