label(0-irrelevant, 1-time, 2-location,3-both)	holder	date	context
2	林__17	2021.02.25 星期四16:48	 感覺約台北市的大家比較方便？
0	L__18	2021.02.25 星期四17:01	 可哦
2	L__18	2021.02.25 星期四17:01	 要不要約士林夜市附近的
0	林__17	2021.02.25 星期四17:28	 那附近有唱歌的嗎我一段時間沒去了哈哈
0	林__17	2021.02.25 星期四17:29	 而且看新聞聽說那邊店都快倒光了？
0	L__18	2021.02.25 星期四18:15	 上次去 吃的還蠻多的
0	庭__11	2021.02.25 星期四19:48	 唱歌的是不是不在那附近？
0	庭__11	2021.02.25 星期四19:49	 還是那邊有？
0	林__17	2021.02.26 星期五09:59	 我沒去過那附近唱歌就是
2	林__17	2021.02.26 星期五09:59	 台北我去過的就南京復興那跟西門吧
2	林__17	2021.02.26 星期五09:59	 再來就板橋新莊了
0	庭__11	2021.02.26 星期五13:06	 我剛剛算了一下
2	庭__11	2021.02.26 星期五13:06	 8個人好樂迪包廂比較便宜
2	庭__11	2021.02.26 星期五13:07	 如果要離士林夜市近一點
2	庭__11	2021.02.26 星期五13:07	 通化店如何
2	庭__11	2021.02.26 星期五13:07	 然後星聚點好像比較貴
0	庭__11	2021.02.26 星期五13:07	 就不考慮了
0	庭__11	2021.02.26 星期五13:08	 錢櫃的話
0	庭__11	2021.02.26 星期五13:09	 等等 @L_18 美女再為大家揭曉
0	L__18	2021.02.26 星期五13:24	 嗨各位
2	L__18	2021.02.26 星期五13:24	 我們要不要訂好樂迪
2	L__18	2021.02.26 星期五13:24	 因為我註冊錢櫃
0	L__18	2021.02.26 星期五13:24	 他一直說我沒認證通過
2	林__17	2021.02.26 星期五13:27	 我沒特別喜好都行
2	吳__4	2021.02.26 星期五13:32	 好
0	L__18	2021.02.26 星期五13:37	 圖片
0	林__17	2021.02.26 星期五13:38	 等一下
2	林__17	2021.02.26 星期五13:38	 通化在101那邊耶
2	林__17	2021.02.26 星期五13:38	 跟士林一點都不近吧石牌店還比較近
0	吳__4	2021.02.26 星期五13:41	 貼圖
0	L__18	2021.02.26 星期五13:43	 各位我改訂
0	L__18	2021.02.26 星期五13:43	 不要緊張
0	林__17	2021.02.26 星期五13:43	 貼圖
0	庭__11	2021.02.26 星期五13:44	 貼圖
0	庭__11	2021.02.26 星期五13:44	 哈哈哈哈
0	L__18	2021.02.26 星期五13:45	 圖片
0	庭__11	2021.02.26 星期五13:45	 要記得訂包廂
0	庭__11	2021.02.26 星期五13:45	 比較便宜
2	庭__11	2021.02.26 星期五13:47	 原來我原本查的是錦州店
0	庭__11	2021.02.26 星期五13:47	 圖片
2	庭__11	2021.02.26 星期五13:47	 比較便宜
0	庭__11	2021.02.26 星期五13:48	 看要不要再改哈哈哈
0	林__17	2021.02.26 星期五13:48	 其實我覺得
0	林__17	2021.02.26 星期五13:48	 逛夜市可以搭捷運應該還好
2	林__17	2021.02.26 星期五13:49	 我們應該要找可以讓維哲早點坐回基隆的點0.0
0	林__17	2021.02.26 星期五13:49	 @李_20 你怎麼看
2	李__20	2021.02.26 星期五14:15	 我只需要附近有捷運就行了  我搭車的點主要就圓山或忠孝敦化
0	林__17	2021.02.26 星期五16:37	 實際金額好像要打電話去才知道我記得大學同學約過一次現場跟網路會不太一樣
0	林__17	2021.02.26 星期五16:37	 詳細算法我也不清楚就是
0	庭__11	2021.02.26 星期五20:32	 貼圖
0	L__18	2021.02.26 星期五23:25	 圖片
2	L__18	2021.02.26 星期五23:26	 剛剛比較了一下 這家比較便宜
1	L__18	2021.02.26 星期五23:26	 228 3:40
0	L__18	2021.02.26 星期五23:26	 訂位代號9700
0	庭__11	2021.02.26 星期五23:58	 貼圖
0	庭__11	2021.02.26 星期五23:58	 謝謝你
0	杰	2021.02.27 星期六10:10	 杰_8已邀請「K_10」加入群組囉，等對方加入後再一起聊天吧！
0	K__10	2021.02.27 星期六12:04	 K_10已加入群組。
3	林__15	2021.02.28 星期日10:24	 大家拍謝~我等等要跟家人去一趟新竹老家 應該晚上才回台北 這次唱歌先pass了QQ
0	林__15	2021.02.28 星期日10:24	 貼圖
0	林__17	2021.02.28 星期日12:55	 所以最後是這間囉
0	L__18	2021.02.28 星期日13:22	 是
0	吳__4	2021.02.28 星期日15:32	 我到了
0	K__10	2021.02.28 星期日15:34	 我在對面摩斯
0	K__10	2021.02.28 星期日15:35	 等等走過去
0	L__18	2021.02.28 星期日15:38	 你們等等先上去
0	L__18	2021.02.28 星期日15:38	 我記得收費方式是人頭比較划算
0	吳__4	2021.02.28 星期日15:41	 在902號
0	L__18	2021.02.28 星期日15:48	 好
0	K__10	2021.02.28 星期日20:09	 我到囉
0	吳__4	2021.02.28 星期日20:15	 你在哪
0	吳__4	2021.02.28 星期日20:16	 我們在劍潭站一出
0	K__10	2021.02.28 星期日20:16	 我在二出
0	K__10	2021.02.28 星期日20:16	 楷杰_8還在路上
0	L__18	2021.02.28 星期日20:20	 圖片
0	L__18	2021.02.28 星期日20:20	 我們在這
0	K__10	2021.02.28 星期日20:21	 好我們等等走過去
0	K__10	2021.02.28 星期日20:21	 他在停車
0	林__17	2021.02.28 星期日22:04	 那個人太多了我決定去搭1211了哈哈
0	庭__11	2021.02.28 星期日22:04	 哈哈哈哈
0	庭__11	2021.02.28 星期日22:04	 超多人
0	庭__11	2021.02.28 星期日22:04	 貼圖
0	林__17	2021.02.28 星期日22:05	 嘿啊時間差不多就搭1211好一點
0	林__17	2021.02.28 星期日22:05	 貼圖
0	庭__11	2021.02.28 星期日22:05	 對啦
0	庭__11	2021.02.28 星期日22:05	 你們學校那邊比較難到
0	庭__11	2021.02.28 星期日22:05	 1211比較安全
0	K__10	2021.02.28 星期日22:22	 我到家了(emoji)
0	杰	2021.02.28 星期日22:24	 好快
0	林__17	2021.02.28 星期日22:24	 瓜張
0	杰	2021.02.28 星期日22:24	 飆車確定
0	林__17	2021.02.28 星期日22:25	 我還剛到行天宮而已
0	K__10	2021.02.28 星期日22:25	 …？
0	K__10	2021.02.28 星期日22:25	 我家離士林夜市又不遠😂
0	K__10	2021.02.28 星期日22:26	 15分鐘就到了我才騎40幾50幾👀
0	林__17	2021.02.28 星期日22:32	 好不容易等到車結果人家只開到半路
0	林__17	2021.02.28 星期日22:32	 貼圖
0	K__10	2021.02.28 星期日22:34	 ？_？停在半路是個什麼意思
0	杰	2021.02.28 星期日22:34	 區間吧
0	林__17	2021.02.28 星期日22:35	 這公車有AB兩個版本，一個開到2/3就沒了
0	林__17	2021.02.28 星期日22:35	 以前會分開，現在號碼合併都變抽抽樂
0	林__17	2021.02.28 星期日22:35	 貼圖
0	杰	2021.02.28 星期日22:35	 貼圖
0	K__10	2021.02.28 星期日22:36	 …
0	K__10	2021.02.28 星期日22:36	 貼圖
0	林__17	2021.02.28 星期日22:37	 最後看來我還是得搭Uber了
0	林__17	2021.02.28 星期日22:37	 貼圖
0	K__10	2021.02.28 星期日22:37	 難受
0	L__18	2021.02.28 星期日22:50	 到太瞎了吧
0	L__18	2021.02.28 星期日22:50	 到
2	L__18	2021.02.28 星期日22:51	 @庭_11 黃庭_11說下次要約六福村
0	K__10	2021.02.28 星期日22:51	 約都約😂
2	吳__4	2021.02.28 星期日22:57	 我之前暑假在六福村打工 有去玩過一次
0	吳__4	2021.02.28 星期日22:58	 我覺得長大了玩那些刺激的血壓會飆高😂
0	林__17	2021.02.28 星期日23:16	 到惹
0	林__17	2021.02.28 星期日23:16	 貼圖
0	K__10	2021.02.28 星期日23:17	 終於👀
0	庭__11	2021.02.28 星期日23:17	 我忘記說 我也到了
0	庭__11	2021.02.28 星期日23:18	 今天感謝大家踴躍參與
0	庭__11	2021.02.28 星期日23:18	 貼圖
0	K__10	2021.02.28 星期日23:18	 貼圖
0	吳__4	2021.02.28 星期日23:20	 到
0	L__18	2021.02.28 星期日23:36	 不客氣
0	K__10	2021.02.28 星期日23:46	 貼圖
