label(0-irrelevant, 1-time, 2-location)	holder	date	context
0	吳__8	2017.05.30 星期二09:51	 廖87起來了沒
0	1__14	2017.05.30 星期二09:52	 還是要來 大坪林 打鬥陣XD
0	1__14	2017.05.30 星期二09:53	 如果你們不愛看電影的話
0	陳__16	2017.05.30 星期二09:53	 最近惡靈古堡不是出動畫電影
0	陳__16	2017.05.30 星期二09:53	 我超想看
0	1__14	2017.05.30 星期二09:53	 電影院有？
0	陳__16	2017.05.30 星期二09:54	 應該上映了吧
0	1__14	2017.05.30 星期二09:54	 而且你有空喔==
0	1__14	2017.05.30 星期二09:54	 血怨 還 血咒 我知道啊
0	陳__16	2017.05.30 星期二09:54	 本來昨天你們早點講 我可以問問我爸媽
0	陳__16	2017.05.30 星期二09:54	 今天應該不能了XD
0	1__14	2017.05.30 星期二09:54	 喔喔
0	陳__16	2017.05.30 星期二09:54	 他們昨天還沒排行程 我搞不好可以去
0	陳__16	2017.05.30 星期二09:54	 哪知道你們不回=3=
0	1__14	2017.05.30 星期二09:55	 你還是 認真看書吧 這次 解決掉 大考 吧
0	1__14	2017.05.30 星期二09:55	 然後一起嗨
0	陳__16	2017.05.30 星期二09:55	 沒啊 我今天本來就沒要讀書
0	陳__16	2017.05.30 星期二09:55	 放假一天
0	1__14	2017.05.30 星期二09:55	 我都 不 乾 去你家了⋯
0	陳__16	2017.05.30 星期二09:55	  沒那麼誇張吧
0	1__14	2017.05.30 星期二09:56	 你自己說
0	陳__16	2017.05.30 星期二09:56	 ？
0	1__14	2017.05.30 星期二09:56	 第一次 去你家 害你 沒填榜單
0	1__14	2017.05.30 星期二09:56	 第二次 跟你去日本 然後⋯
0	1__14	2017.05.30 星期二09:56	 你爸媽 都想殺我們了吧
0	陳__16	2017.05.30 星期二09:56	 你也想太多XD
0	1__14	2017.05.30 星期二09:56	 貼圖
0	陳__16	2017.05.30 星期二09:57	 第一次我自己沒填 我自己問題好不
0	陳__16	2017.05.30 星期二09:57	 日本那個也是考完才去
0	陳__16	2017.05.30 星期二09:57	 已經成定局了
0	吳__8	2017.05.30 星期二09:57	 突破盲點哈哈
0	1__14	2017.05.30 星期二09:57	 反正 你努力點啦！ 暑假 再一起玩
0	陳__16	2017.05.30 星期二09:57	 嗯哼
0	吳__8	2017.05.30 星期二11:46	 廖宇_3講話
0	1__14	2017.05.30 星期二11:47	 他是 沒手機嗎⋯
0	1__14	2017.05.30 星期二14:43	 小東
0	陳__16	2017.05.30 星期二14:43	 按了
0	1__14	2017.05.30 星期二14:43	 謝啦
0	1__14	2017.05.30 星期二14:43	 換76的喔
0	陳__16	2017.05.30 星期二14:43	 嗯
0	1__14	2017.05.30 星期二14:43	 貼圖
0	陳__16	2017.05.30 星期二14:43	 別亂來啊
0	陳__16	2017.05.30 星期二14:44	 雖然是你打的 但畢竟是我帳號
0	陳__16	2017.05.30 星期二14:44	 給點尊重XD
0	1__14	2017.05.30 星期二14:44	 貼圖
0	1__14	2017.05.30 星期二14:44	 哈哈
0	1__14	2017.05.30 星期二14:44	 換了
0	陳__16	2017.05.30 星期二14:45	 76？
0	1__14	2017.05.30 星期二14:45	 圖片
0	陳__16	2017.05.30 星期二14:45	 貼圖
